 TaskID ,TaskName,TaskDescription,Date,EstimatedHours,ActualHours,Completed,Priority,TeamLeader,AmountPLN
687,Services,Assign task E,10/31/2002,33,15,true,medium,Emlynn Bootyman,2723
688,Support,Review task B,4/4/2017,42,15,true,essential,Harv Peto,1721
689,Business Development,Submit task C,8/9/2019,46,13,true,normal,Alvan Keaveny,900
690,Support,Submit task C,4/17/2005,9,8,true,essential,Fabian Venn,3446
691,Marketing,Update task D,3/10/2004,22,12,true,high,Robers Suttill,3714
692,Research and Development,Update task D,4/25/2001,9,10,false,maximum,Pauly Griston,816
693,Legal,Submit task C,3/16/2003,37,10,true,low,Seymour Ohm,3250
694,Support,Assign task E,7/4/2014,15,8,true,essential,Morris Spurgeon,3842
695,Product Management,Review task B,2/9/2002,15,9,false,normal,Lark Elvidge,749
696,Research and Development,Update task D,1/1/2007,19,9,true,minimal,Latashia Pulfer,1010
697,Services,Complete task A,3/8/2013,18,8,false,essential,Quinn Gregolotti,1169
698,Support,Update task D,2/16/2019,16,5,true,urgent,Myrtia Waumsley,2713
699,Sales,Complete task A,3/18/2018,39,8,true,minimal,Terza McCrum,1818
700,Research and Development,Review task B,11/18/2011,15,13,true,critical,Meier Fairhead,3316
701,Legal,Update task D,9/23/2003,25,5,true,minimal,Abraham Yeulet,1786
702,Marketing,Submit task C,12/18/2019,40,15,true,urgent,Sybila Gregoriou,2536
703,Support,Update task D,12/31/2014,24,16,true,moderate,Ricki Dunbavin,3668
704,Product Management,Review task B,6/21/2013,43,13,false,maximum,Nissie Dunmore,1613
705,Engineering,Submit task C,1/30/2019,39,7,false,urgent,Harriette Chanders,2065
706,Training,Update task D,3/12/2011,39,17,true,medium,Glynis Gilmore,2221
707,Engineering,Update task D,7/19/2007,37,7,false,medium,Dar Tumini,3285
708,Research and Development,Submit task C,10/24/2003,14,6,true,medium,Giulietta Kiddy,1708
709,Research and Development,Review task B,9/25/2008,10,17,false,maximum,Corny Olyfant,1699
710,Research and Development,Update task D,4/23/2001,16,15,true,maximum,Juanita Shegog,3673
711,Accounting,Review task B,1/14/2005,8,10,true,low,Jacquelynn Springham,2115
712,Human Resources,Update task D,9/14/2007,29,7,false,minimal,Baryram Scantleberry,1275
713,Research and Development,Submit task C,6/18/2020,48,9,true,moderate,Lorilee Giacomoni,2086
714,Marketing,Assign task E,2/9/2012,24,5,true,low,Elden Yeiles,3380
715,Support,Assign task E,3/31/2001,13,11,false,medium,Foster Copeman,1455
716,Legal,Review task B,10/9/2018,45,16,true,moderate,Gerik Japp,943
717,Training,Review task B,8/21/2003,22,9,false,minimal,Robinett Fortescue,2930
718,Support,Update task D,7/21/2016,24,10,false,urgent,Nellie Bulcock,926
719,Services,Review task B,7/2/2009,50,6,true,minimal,Darb Meneer,3921
720,Support,Submit task C,8/20/2001,44,12,true,critical,Claire Fido,2340
721,Research and Development,Complete task A,4/25/2008,32,10,true,moderate,Dunn Skule,1386
722,Marketing,Submit task C,9/19/2017,30,7,true,essential,Rosaline Mainstone,3739
723,Engineering,Assign task E,10/1/2022,9,6,true,moderate,Zea Hebdon,1890
724,Sales,Submit task C,12/31/2011,27,8,false,moderate,Joby Paddemore,2891
725,Accounting,Review task B,1/18/2000,21,8,true,medium,Clayton Labes,567
726,Engineering,Assign task E,5/22/2008,43,12,true,low,Benedikta Brandacci,2605
727,Engineering,Update task D,8/25/2006,24,17,false,normal,Parke Guilloton,2643
728,Services,Complete task A,10/10/2022,14,16,true,critical,Danila Lount,928
729,Accounting,Complete task A,3/2/2022,39,15,true,moderate,Briano Moggach,3211
730,Training,Complete task A,6/19/2006,32,9,false,minimal,Court Haggata,622
731,Human Resources,Complete task A,4/1/2019,12,7,false,medium,Jourdan Barstowk,3658
732,Marketing,Review task B,3/25/2016,47,16,false,normal,Godard Duchesne,875
733,Human Resources,Complete task A,11/23/2010,32,9,false,low,Paxon O'Loinn,2995
734,Human Resources,Assign task E,7/14/2014,46,15,false,critical,Pegeen Mulbery,2052
735,Business Development,Update task D,4/8/2020,44,8,true,moderate,Lesya Batchelar,3441
736,Engineering,Submit task C,12/29/2008,39,15,false,normal,Ethel Crofts,2788
737,Research and Development,Assign task E,11/29/2004,10,14,false,high,Ezra McCluskey,3429
738,Marketing,Complete task A,8/18/2005,35,17,false,high,Ula Lugsdin,2249
739,Support,Complete task A,4/23/2011,10,13,false,essential,Ottilie Bartley,2837
740,Business Development,Submit task C,5/14/2021,48,14,false,medium,Amos Klaves,3182
741,Product Management,Update task D,5/21/2008,39,8,false,high,Sandor Keeble,3879
742,Engineering,Review task B,5/21/2003,31,7,true,critical,Vernon Dyne,3659
743,Accounting,Assign task E,4/16/2000,11,11,false,high,Bette Mattisson,712
744,Human Resources,Submit task C,2/1/2009,41,7,true,essential,Reggie Maidlow,923
745,Business Development,Assign task E,9/11/2021,32,12,true,minimal,Clarance Brierley,3426
746,Services,Update task D,9/22/2008,23,17,true,moderate,Gardy Leamy,750
747,Marketing,Review task B,4/22/2016,47,13,true,maximum,Nealy Timmes,1935
748,Accounting,Assign task E,11/21/2007,18,17,true,maximum,Farr Vlasenkov,1741
749,Business Development,Complete task A,3/23/2009,34,8,true,moderate,Benito Cater,2535
750,Legal,Assign task E,10/30/2009,42,5,false,critical,Lazare Standbrook,2219
751,Product Management,Submit task C,11/16/2010,8,6,false,normal,Clementia Kennally,3581
752,Human Resources,Update task D,12/30/2021,36,8,true,medium,Laetitia Padkin,1154
753,Accounting,Assign task E,1/4/2021,11,5,true,minimal,Sheilakathryn Cotterill,3983
754,Product Management,Assign task E,11/23/2008,47,6,false,minimal,Pierette Riddington,3533
755,Services,Review task B,12/10/2003,9,11,true,critical,Tracey Ive,2035
756,Sales,Update task D,6/2/2007,12,6,true,high,Fredric Tumayan,1010
757,Marketing,Assign task E,8/21/2004,11,7,true,normal,Paola Hopfer,3352
758,Legal,Update task D,6/24/2015,39,14,false,maximum,Quintus Basden,3532
759,Support,Review task B,8/17/2021,35,13,false,medium,Lavinia Stockoe,3037
760,Training,Submit task C,6/11/2002,15,8,true,critical,Edmund Woolfenden,2192
761,Accounting,Submit task C,12/17/2006,10,17,true,minimal,Yul Leishman,1155
762,Accounting,Submit task C,8/2/2013,44,16,true,low,Trever Spriddle,1415
763,Research and Development,Review task B,6/24/2004,24,8,false,moderate,Stanislaw Aynscombe,1219
764,Training,Review task B,1/22/2020,18,7,true,moderate,Godfry Wankling,3702
765,Sales,Update task D,3/29/2010,42,9,true,moderate,Chrissy Tydd,1970
766,Support,Assign task E,3/2/2015,17,15,true,moderate,Kaela Gypson,3926
767,Product Management,Review task B,2/24/2010,44,15,true,critical,Gillan Painten,3188
768,Human Resources,Complete task A,12/31/2008,8,14,false,medium,Berne Latch,1171
769,Support,Submit task C,2/27/2019,45,6,false,moderate,Clyve Margrett,1200
770,Services,Submit task C,12/12/2000,38,15,true,maximum,Penelopa Manicomb,1128
771,Research and Development,Assign task E,4/25/2016,27,5,true,urgent,Malanie Hargie,773
772,Marketing,Assign task E,2/9/2022,39,12,false,maximum,Elena Birdwhistell,2535
773,Business Development,Submit task C,4/17/2021,46,12,true,urgent,Jorge Murtagh,3072
774,Engineering,Update task D,3/14/2014,35,6,true,high,Brett Arington,3978
775,Services,Review task B,1/1/2005,20,15,true,high,Sibylle Mickan,1840
776,Marketing,Submit task C,3/8/2021,15,11,false,minimal,Barnebas Mourbey,758
777,Training,Assign task E,5/21/2001,11,13,false,critical,Angeline Aloshkin,2800
778,Services,Submit task C,2/8/2021,20,8,false,urgent,Rickert Bastin,3631
779,Legal,Update task D,2/18/2020,23,10,true,essential,Pepi Bourget,565
780,Sales,Complete task A,12/15/2016,36,8,true,low,Hunfredo Leatt,2824
781,Legal,Update task D,1/23/2005,27,8,true,normal,Joaquin Casserly,1553
782,Training,Complete task A,3/19/2013,28,8,false,maximum,Lanette Birdall,3596
783,Sales,Review task B,2/5/2012,19,14,true,urgent,Abrahan Shafe,3715
784,Marketing,Review task B,7/30/2018,18,8,true,urgent,Emogene Koppens,1695
785,Support,Assign task E,6/11/2012,50,12,false,critical,Odelia Minghella,3608
786,Accounting,Complete task A,11/13/2006,40,12,false,medium,Armin Halfhead,1683
787,Support,Complete task A,2/15/2022,30,11,true,low,Leon Fitzsimmons,1368
788,Engineering,Complete task A,11/30/2002,17,6,false,low,Moishe Sneller,1623
789,Support,Review task B,4/10/2010,33,16,true,critical,Kermie Gellett,3786
790,Human Resources,Assign task E,2/10/2013,35,13,true,medium,Zaria Pickwell,589
791,Services,Assign task E,1/28/2018,37,11,true,urgent,Nadine Bleddon,1283
792,Accounting,Review task B,9/17/2009,28,14,false,urgent,Leyla Kuhnt,3495
793,Services,Review task B,8/14/2006,43,9,false,minimal,Adlai Hearsum,1972
794,Accounting,Update task D,2/10/2001,16,5,false,medium,Fredrika Brake,2642
795,Training,Submit task C,8/20/2002,45,10,false,low,Wood Izod,890
796,Business Development,Submit task C,7/4/2004,10,8,true,low,Ludwig Paniman,3033
797,Sales,Submit task C,6/1/2015,39,9,false,urgent,Welbie Gianasi,2223
798,Human Resources,Submit task C,4/24/2010,19,14,true,minimal,Evelina Emery,2413
799,Business Development,Assign task E,2/28/2010,44,5,true,high,Joannes Eslemont,1388
800,Sales,Update task D,6/26/2015,35,9,true,medium,Glennie Lecointe,1115
801,Services,Submit task C,12/21/2014,39,15,false,critical,Chere Cristofolini,2484
802,Services,Complete task A,12/7/2022,13,12,false,medium,Lance Pallent,2225
803,Marketing,Submit task C,3/27/2012,27,15,false,normal,Maurie Hixley,1367
804,Legal,Update task D,8/6/2007,32,16,true,medium,Ken Keson,1322
805,Business Development,Review task B,3/28/2013,27,12,true,normal,Erika Lowsely,1767
806,Business Development,Complete task A,4/5/2007,41,17,true,normal,Mignon Libero,1775
807,Accounting,Complete task A,10/19/2016,47,6,false,moderate,Dewain Meneur,826
808,Services,Complete task A,11/6/2004,28,7,false,maximum,Tisha Scarlin,3043
809,Business Development,Complete task A,7/24/2010,26,11,true,critical,Leila Collop,3662
810,Training,Update task D,5/15/2005,34,10,false,urgent,Jacqueline Avis,1214
811,Training,Review task B,6/9/2008,24,16,true,maximum,Harry Hannaford,539
812,Accounting,Submit task C,1/4/2000,44,6,true,high,Lionello Sparkwill,3483
813,Engineering,Update task D,8/3/2016,45,8,false,urgent,Karlis Nuton,1326
814,Support,Submit task C,2/2/2001,25,12,true,essential,Fanchon Harriskine,1681
815,Services,Complete task A,8/30/2008,19,11,true,essential,Antonie Engledow,1959
816,Product Management,Update task D,7/15/2001,35,6,true,essential,Spence Whitton,3946
817,Legal,Review task B,12/11/2015,48,16,true,medium,Pearle Farnaby,1382
818,Business Development,Submit task C,9/23/2004,16,9,false,moderate,Claudie Joontjes,2108
819,Support,Review task B,12/15/2018,30,9,false,critical,Brittany Feldberg,1485
820,Sales,Complete task A,6/14/2015,15,8,true,critical,Murvyn Broxholme,3608
821,Product Management,Assign task E,4/9/2008,35,8,true,maximum,Magdaia Ganders,1583
822,Business Development,Complete task A,12/4/2010,36,17,true,low,Ame Peffer,2352
823,Support,Update task D,12/4/2002,19,8,false,normal,Lydia Coolbear,640
824,Marketing,Review task B,4/24/2015,14,15,true,normal,Nanni Dolman,1824
825,Support,Submit task C,10/3/2009,26,8,false,high,Annis Swaite,2430
826,Sales,Submit task C,6/22/2021,33,10,true,normal,Elspeth Oseman,1587
827,Training,Review task B,4/26/2001,26,10,true,medium,Sara-ann Garrattley,1619
828,Support,Submit task C,7/10/2014,20,15,false,maximum,Dougie Lerway,3173
829,Training,Complete task A,5/19/2014,20,12,true,high,Slade Harnetty,3035
830,Accounting,Assign task E,12/30/2018,16,11,false,critical,Harris Wincom,3252
831,Legal,Submit task C,11/14/2010,10,11,true,essential,Skelly Inker,3671
832,Engineering,Assign task E,8/5/2007,18,6,true,high,Illa Pittford,2067
833,Sales,Complete task A,4/6/2016,30,6,false,high,Ev Brandoni,1360
834,Marketing,Review task B,1/25/2005,48,16,true,medium,Vivian Johnes,3827
835,Sales,Update task D,12/22/2008,37,8,false,low,Germain Clapshaw,2929
836,Human Resources,Update task D,5/31/2021,31,15,true,low,Hugibert Ciric,3935
837,Training,Complete task A,4/20/2019,43,14,true,essential,Lisetta Weetch,2021
838,Research and Development,Submit task C,6/15/2006,47,16,false,urgent,Erasmus Ferbrache,1127
839,Training,Update task D,2/24/2004,24,11,true,low,Renata Chantree,2391
840,Sales,Assign task E,7/30/2010,23,16,true,normal,Mattie Hollington,3677
841,Services,Update task D,1/20/2015,17,12,false,low,Sigvard Cheverell,3441
842,Research and Development,Update task D,4/1/2014,9,15,true,normal,Giselbert Domeny,1386
843,Human Resources,Update task D,10/18/2019,17,6,true,high,Janeczka Revie,3835
844,Marketing,Assign task E,6/15/2003,18,12,true,low,Danette McCooke,1039
845,Legal,Assign task E,5/16/2005,37,6,false,essential,Joann Boddice,3963
846,Sales,Review task B,9/19/2018,15,12,false,normal,Vernon Abramovici,1904
847,Training,Update task D,2/18/2012,43,9,false,urgent,Deeanne Brandli,1408
848,Human Resources,Assign task E,7/2/2022,34,16,true,essential,Winslow MacVanamy,1223
849,Engineering,Update task D,12/21/2014,27,11,true,urgent,Helene Larchier,3508
850,Human Resources,Complete task A,10/21/2016,23,6,true,critical,Kristofor Beardon,3680
851,Business Development,Submit task C,9/5/2007,35,11,false,moderate,William Creek,1219
852,Services,Submit task C,10/8/2016,11,14,true,moderate,Cherish Worman,2725
853,Human Resources,Submit task C,2/5/2002,25,5,false,normal,Blake Queen,2016
854,Legal,Update task D,1/19/2013,10,14,false,normal,Franni Tedridge,2800
855,Human Resources,Assign task E,7/31/2012,28,16,true,urgent,Eduardo Greenrodd,1690
856,Training,Update task D,2/10/2012,10,9,true,medium,Ardelle Greeves,1571
857,Legal,Submit task C,5/10/2018,37,12,true,critical,Shamus McDonnell,2152
858,Marketing,Submit task C,3/21/2002,12,6,true,maximum,Vittoria Bradie,3331
859,Sales,Assign task E,3/26/2011,49,17,true,urgent,Hannis Glasby,3606
860,Human Resources,Review task B,9/11/2011,43,14,false,high,Darcie Langlais,573
861,Training,Review task B,12/27/2015,48,7,true,moderate,Jed Putley,965
862,Product Management,Review task B,2/23/2006,18,6,true,high,Matilde Fanstone,3171
863,Training,Review task B,8/21/2012,44,9,false,high,Burtie Aguilar,1142
864,Services,Complete task A,10/13/2015,43,8,true,high,Agna De Launde,3409
865,Accounting,Review task B,4/22/2006,13,13,false,moderate,Huberto McAusland,3946
866,Services,Complete task A,5/10/2009,28,9,true,moderate,Royal Wishart,1972
867,Services,Assign task E,7/10/2018,37,14,false,urgent,Solomon Fidelus,1367
868,Accounting,Assign task E,2/28/2010,50,9,false,moderate,Lon Molen,3724
869,Business Development,Review task B,2/10/2004,17,15,false,moderate,Say Worsley,2944
870,Legal,Assign task E,4/18/2004,31,10,false,urgent,Ali Jewar,3534
871,Business Development,Assign task E,11/9/2009,24,17,false,high,Clevey Jouanet,889
872,Product Management,Review task B,10/14/2022,50,7,true,critical,Philipa Leakner,3103
873,Legal,Submit task C,7/22/2009,9,9,true,minimal,Hebert Howden,2364
874,Business Development,Complete task A,3/15/2005,30,11,true,moderate,Sherwood Scamel,730
875,Training,Complete task A,7/18/2021,8,9,false,minimal,Tanner Dougary,1747
876,Support,Review task B,9/23/2001,16,9,false,high,Stacey McLaren,1431
877,Business Development,Update task D,8/5/2015,44,9,true,minimal,Ilario Elphinstone,2259
878,Sales,Review task B,11/22/2020,18,17,false,moderate,Ariel Stuart,2396
879,Research and Development,Assign task E,12/13/2018,35,7,true,critical,Wyatan Lovett,616
880,Marketing,Submit task C,8/6/2012,29,11,true,low,Cymbre Sedwick,2438
881,Human Resources,Update task D,11/26/2015,38,10,true,maximum,Joyce Sallan,3456
882,Engineering,Submit task C,7/28/2014,49,17,true,urgent,Bard Bader,2376
883,Training,Assign task E,4/18/2013,30,9,true,critical,Carine Heims,2608
884,Engineering,Submit task C,10/22/2001,43,10,true,minimal,Johnette Dumbleton,2161
885,Support,Complete task A,4/2/2012,45,8,true,urgent,Joella Tuerena,2438
886,Sales,Update task D,6/12/2000,47,7,true,urgent,Pincas Neeson,3168
887,Engineering,Update task D,9/22/2017,9,10,false,minimal,Hendrick Barns,2223
888,Research and Development,Complete task A,3/2/2013,39,5,true,high,Maryann Tackett,2367
889,Training,Submit task C,12/8/2010,38,8,false,medium,Quentin Saxelby,2952
890,Research and Development,Submit task C,1/25/2008,14,13,true,minimal,Rocky Balden,1704
891,Training,Review task B,7/14/2013,50,17,true,maximum,Chrystel Keohane,1428
892,Marketing,Assign task E,8/8/2013,42,5,true,minimal,Irwinn Fripp,3993
893,Product Management,Update task D,11/10/2011,42,14,false,maximum,Francois McCurtain,814
894,Marketing,Update task D,6/14/2014,17,10,false,high,Royce Mertin,2003
895,Research and Development,Update task D,11/16/2012,36,7,false,medium,Jammie Glossop,3479
896,Engineering,Submit task C,1/31/2014,19,7,true,medium,Wakefield Sadgrove,2422
897,Accounting,Assign task E,7/25/2019,50,10,false,low,Charley Lieber,907
898,Services,Assign task E,9/1/2002,23,8,false,high,Ashleigh Belin,635
899,Support,Update task D,5/13/2006,28,5,true,medium,Aura Scurr,1960
900,Marketing,Complete task A,8/10/2004,25,16,false,moderate,Marcella Ettels,3558
